default,student,balance,income
No,Yes,885.21,18693.73
No,No,1795.88,25878.52
No,No,230.92,36139.41
No,Yes,1038.56,17055.80
No,No,731.48,18843.27
No,No,1734.23,37621.63
No,No,640.52,30327.61
No,No,218.11,38766.11
No,No,912.39,26857.17
No,No,726.04,42272.44
No,No,408.62,35622.60
No,No,309.74,33333.56
No,No,1392.62,54027.20
No,Yes,587.04,15939.82
No,No,898.27,48233.88
No,No,325.84,37392.68
No,No,896.03,30452.04
No,No,803.76,48013.61
No,No,509.20,46368.39
No,Yes,1031.02,16568.63
No,No,782.41,34830.63
No,No,1168.38,42388.12
No,No,561.62,36266.81
No,No,850.52,35683.83
No,No,752.51,18960.37
No,No,245.51,31307.24
Yes,No,1733.82,26330.51
No,No,590.67,59574.22
No,Yes,711.58,17780.76
No,Yes,831.85,19797.36
No,No,1344.71,26215.39
No,No,224.69,55040.61
No,No,361.74,54071.34
No,No,1322.81,48016.62
No,No,1043.37,28079.26
No,No,1475.52,48653.68
No,No,812.08,41821.30
No,Yes,287.79,13060.01
No,No,775.31,38721.25
No,No,344.62,43246.58
No,Yes,372.43,17243.05
No,Yes,2088.53,18078.33
No,No,946.40,30770.07
No,No,675.38,36921.58
No,No,1012.77,36406.24
No,Yes,1011.94,18509.30
No,No,452.37,59429.12
No,No,1092.49,30654.69
No,No,71.58,61588.25
No,No,1319.04,57768.90
No,No,266.28,41204.29
No,No,370.96,25321.35
No,No,848.72,41585.95
No,No,507.40,35353.41
No,Yes,267.33,19698.71
No,No,420.90,39764.70
No,No,129.60,52169.23
No,No,327.24,40061.62
No,No,678.07,63791.82
No,Yes,199.13,19913.60
No,No,1215.70,33598.97
No,No,460.68,37129.27
No,Yes,1300.72,9266.53
No,No,534.57,37281.04
No,No,1308.53,57190.87
No,No,507.07,42753.19
No,No,197.33,24562.12
No,Yes,819.83,16413.00
No,No,0.00,57003.59
No,No,1489.78,30296.61
No,No,581.52,53100.57
No,Yes,286.29,19553.64
No,No,371.87,45949.91
No,Yes,992.78,16585.32
No,Yes,758.14,23758.58
No,No,1174.19,35533.48
No,Yes,1196.10,23851.22
No,No,613.23,34664.57
No,No,968.97,33763.19
No,Yes,1151.30,14384.77
No,No,848.70,35192.84
No,Yes,989.09,20262.02
No,No,92.74,40722.59
No,No,1654.93,33179.78
No,No,212.50,53619.48
No,No,73.89,44308.91
No,No,692.16,37592.26
No,No,957.58,40315.77
No,No,69.02,41566.58
No,No,1394.13,42921.02
No,No,1317.87,36610.89
No,No,602.10,53553.72
No,No,430.12,41105.29
No,No,211.98,33448.24
No,No,544.14,33861.55
No,Yes,943.84,16701.78
Yes,No,1412.19,37283.01
No,No,1416.44,33099.50
No,No,193.28,37376.65
No,No,857.24,67124.06
No,No,1132.08,29715.30
No,No,1489.36,37758.41
No,No,1527.36,33923.53
No,Yes,1427.05,18268.53
No,No,964.86,43744.98
No,No,326.15,32919.97
No,No,866.30,65931.95
No,No,626.16,34007.91
No,No,836.19,43275.15
No,No,826.56,44371.75
No,No,102.12,33300.19
No,No,1609.30,52752.97
No,Yes,140.46,11179.50
No,No,1147.98,20766.40
No,No,855.29,35749.03
No,No,1682.20,36366.99
No,No,689.82,30304.78
No,No,1706.05,32900.71
No,No,479.52,43743.62
No,Yes,765.36,11976.41
No,No,894.33,45250.73
No,No,993.65,26768.96
No,Yes,378.49,18659.77
No,Yes,576.07,13536.61
Yes,Yes,2113.63,21100.72
No,No,542.70,40996.21
No,Yes,493.63,20500.21
No,No,0.00,29322.63
No,No,1185.58,47782.50
No,Yes,1719.87,22431.86
No,No,495.75,44361.39
No,No,533.89,33785.75
No,No,150.14,38610.38
No,Yes,1298.90,14975.26
No,No,957.24,57698.41
No,No,836.93,51031.94
No,Yes,1400.70,23083.26
No,No,857.33,25742.17
No,No,876.77,49291.17
No,No,979.32,27534.91
No,Yes,491.70,8352.21
No,No,1621.71,37970.47
No,No,643.62,44251.02
No,Yes,343.80,19971.78
Yes,No,1711.17,18579.10
No,No,1170.03,33332.63
No,Yes,638.20,14641.38
No,Yes,1457.84,18496.93
No,No,383.86,31749.68
No,No,618.03,44419.55
No,No,565.22,29015.72
No,No,290.15,32862.56
No,Yes,576.94,22800.87
No,No,633.13,54034.36
No,Yes,1350.63,11854.98
No,Yes,893.56,23033.81
No,Yes,895.32,20869.36
No,No,1470.57,44490.32
No,No,789.26,43835.34
No,No,218.77,52074.66
No,Yes,531.69,15794.58
No,Yes,1268.54,21336.89
No,No,0.00,34040.31
No,No,1046.56,26555.49
No,No,389.99,29032.11
No,No,642.23,35800.08
No,No,391.99,35012.87
No,No,1483.69,58310.51
No,Yes,438.57,17439.11
No,No,897.86,47557.52
No,No,0.00,41693.39
No,Yes,776.64,15338.89
No,No,112.47,34320.03
No,No,634.48,56726.12
No,No,791.95,47886.52
No,No,1088.29,43134.53
No,Yes,2018.36,15472.85
No,No,1470.64,40080.21
No,Yes,611.21,19733.25
No,No,1117.08,42388.42
No,No,1589.99,42268.28
No,No,0.00,57898.42
No,No,636.24,39172.36
No,Yes,714.40,17412.72
No,Yes,946.78,12881.40
No,No,108.06,41840.33
No,No,816.89,52492.35
No,No,5.88,45840.47
No,No,761.75,13889.13
No,Yes,1173.78,15823.81
No,No,1418.48,38034.14
No,Yes,864.36,10484.77
No,Yes,1101.16,14307.00
No,No,0.00,46615.70
No,No,0.00,43782.26
No,No,582.32,29239.85
No,No,369.05,38418.87
No,No,966.05,10174.73
No,No,399.45,54329.92
No,No,51.89,41839.17
No,No,460.88,40046.03
No,No,1139.01,36958.58
No,No,707.57,48790.40
No,Yes,1034.60,18614.04
No,No,118.87,42823.57
No,Yes,461.00,15554.03
No,No,1057.27,42731.88
No,No,1035.49,41714.37
No,No,1010.28,34188.98
No,No,0.00,41199.80
No,No,656.02,36349.44
No,No,539.14,23561.43
No,No,1377.46,49406.07
No,Yes,1322.15,21272.58
No,Yes,1393.59,23261.86
No,No,1324.01,45114.74
No,No,1020.53,35652.66
No,No,2033.54,41629.24
No,No,888.64,19942.60
No,No,1350.12,39555.96
Yes,Yes,1936.06,13377.83
No,Yes,1406.92,16427.10
No,No,282.84,29478.14
No,No,601.08,25319.37
No,Yes,1639.43,14682.78
No,Yes,48.53,16647.31
No,No,324.50,51139.88
No,Yes,886.40,13995.89
No,No,967.44,51674.42
No,No,711.74,45419.88
No,No,1547.88,50638.34
No,Yes,1200.59,13772.99
No,No,0.00,45201.13
No,No,1454.98,43821.22
No,No,355.44,46147.52
No,No,0.00,46927.78
No,No,0.00,49784.34
No,No,282.87,39961.04
No,No,303.72,29048.04
No,No,157.76,36206.29
No,No,300.00,41189.45
No,No,463.98,43330.55
No,No,1654.23,39580.13
No,No,762.57,45526.89
No,Yes,1887.88,21901.18
No,No,1206.26,34621.77
No,Yes,247.65,20444.75
No,No,576.80,39209.83
No,Yes,1214.41,18055.24
No,No,987.75,40243.62
No,Yes,1257.02,19247.90
No,No,524.09,40319.12
No,Yes,1236.21,23364.05
No,No,1008.68,68610.41
No,Yes,1474.78,17382.47
No,No,772.38,36997.34
No,No,701.55,39526.58
No,No,0.00,28798.04
No,Yes,1165.90,14969.29
No,No,0.00,28226.56
No,No,1429.22,40564.89
No,Yes,806.67,17359.67
No,No,528.09,46389.34
No,No,963.43,60084.13
No,Yes,764.53,22578.64
No,No,573.70,49465.75
No,No,1410.37,62395.04
No,No,816.74,47272.33
No,Yes,1220.52,12195.36
No,No,245.44,54133.04
No,Yes,1083.91,8584.08
No,No,485.35,14676.30
No,No,677.76,50309.06
No,No,286.66,34499.53
No,Yes,843.92,20754.02
No,No,831.84,41247.64
No,No,1024.33,33832.49
No,No,1277.12,42472.91
No,Yes,1221.94,19127.35
No,No,967.25,27663.13
No,Yes,1556.90,19272.24
No,Yes,419.73,24679.73
No,No,276.16,53625.71
No,Yes,1407.50,14688.39
No,No,1041.09,39515.84
No,No,182.33,39703.27
No,No,162.22,41381.27
No,No,405.27,52571.18
No,No,887.16,51519.13
Yes,No,1844.88,35508.68
No,No,792.98,37549.95
No,Yes,942.14,23835.39
No,No,938.79,14524.36
No,No,18.90,35590.23
No,Yes,599.47,18575.41
No,Yes,679.81,19263.12
No,No,601.26,24400.10
No,No,132.08,51694.74
No,No,743.03,25186.43
No,No,728.19,52515.07
No,No,467.25,33644.26
No,Yes,1104.93,17377.50
No,Yes,310.20,14672.93
No,No,1575.71,45957.24
No,Yes,1370.25,13358.27
No,No,1593.43,73554.23
No,No,463.00,42297.46
No,Yes,786.11,20954.45
No,Yes,731.51,26505.34
No,Yes,468.27,27054.89
No,No,219.15,37993.04
No,Yes,846.96,20659.85
No,No,702.16,57468.40
No,Yes,1381.64,11059.57
No,No,1455.51,33455.05
No,No,1357.91,43377.11
No,No,1032.63,23349.83
No,No,798.86,48336.13
No,Yes,117.90,14649.86
No,No,234.74,27499.95
No,No,890.27,36631.50
No,Yes,518.48,18635.51
No,No,1124.50,31739.56
No,No,1468.79,38521.87
No,No,938.11,13405.21
No,No,722.03,26984.26
No,No,610.64,42899.85
No,No,407.77,18555.32
No,No,1057.23,58133.53
No,No,1262.40,57158.76
No,Yes,1082.67,22417.56
Yes,No,1969.94,29415.75
No,No,760.10,45921.34
No,No,929.40,23133.66
No,No,1177.25,35419.61
No,No,309.27,42226.65
No,No,981.94,38483.53
No,No,200.16,24280.13
No,No,1630.48,54323.42
No,No,947.24,28310.49
No,No,537.40,40828.14
No,Yes,1292.57,14859.24
No,No,356.83,39444.83
No,No,500.16,34437.71
No,No,1345.71,40802.89
No,Yes,1091.14,19990.84
No,No,1025.53,22741.39
No,No,403.24,42993.44
No,No,699.34,36957.68
No,No,1445.81,15666.06
No,Yes,963.90,16561.26
No,No,542.77,52625.42
No,No,766.93,25376.10
No,No,808.43,29212.90
No,No,736.54,46416.18
No,No,1076.14,31845.95
No,Yes,731.31,11510.15
No,No,236.00,38202.51
No,No,1382.45,40394.31
No,Yes,915.57,22586.34
No,No,176.60,48957.76
No,Yes,640.00,19900.01
No,Yes,950.68,20435.82
No,No,1320.71,29105.44
No,Yes,1203.03,15952.45
No,No,1335.94,19482.21
Yes,Yes,1647.28,16154.46
No,Yes,1434.39,15761.70
No,No,307.48,36120.97
No,Yes,1277.89,20649.93
No,No,998.39,46051.92
No,No,561.34,44403.99
No,Yes,1577.08,15230.82
No,Yes,412.07,12588.97
Yes,Yes,1758.41,14272.27
No,Yes,251.47,19373.89
No,No,1353.13,40164.05
No,No,10.19,32641.93
No,No,933.55,33633.15
No,Yes,1692.75,23743.84
No,No,663.25,36276.86
No,No,51.53,36851.91
No,No,797.74,53398.93
No,No,0.00,50243.93
No,No,1217.07,62764.10
No,No,0.00,44980.29
No,No,741.84,45808.54
No,No,455.18,43513.35
No,Yes,1788.14,26228.71
No,No,1253.77,28153.01
No,No,918.09,44112.81
No,No,0.00,30241.95
No,Yes,699.17,17572.83
No,No,172.00,33505.49
No,No,1326.35,46587.08
No,No,1275.50,40026.29
Yes,Yes,2247.42,17926.72
No,No,993.77,52645.66
No,No,997.38,34824.85
No,Yes,652.37,12139.06
No,No,1124.89,41989.03
No,No,1608.82,36721.10
No,Yes,776.61,4755.25
No,No,845.02,33895.24
No,No,570.05,42157.81
No,No,186.44,13325.12
No,No,0.00,48672.96
No,No,1429.49,31995.49
No,No,295.06,39479.75
No,No,896.58,54840.06
No,Yes,1562.53,13754.33
No,No,889.31,33036.24
No,Yes,1805.68,20727.64
No,No,1334.11,43704.43
No,No,527.94,56820.82
No,No,1282.08,52753.08
No,No,932.83,48165.18
No,Yes,1850.89,21575.76
No,No,455.19,36488.16
No,No,748.29,45626.99
No,No,874.48,33485.52
No,Yes,538.71,16350.36
No,No,841.85,48615.01
No,No,1814.17,28322.84
No,Yes,365.70,15953.98
No,No,401.18,39686.68
No,No,2096.14,49992.53
No,No,1429.88,33452.59
No,Yes,1737.35,19202.71
No,No,1043.39,45309.95
No,Yes,1155.46,22194.48
No,Yes,931.65,19179.45
No,No,146.76,49925.07
No,No,1406.95,27667.84
No,Yes,705.90,18447.88
No,No,641.80,32628.64
No,No,379.60,42862.49
No,No,706.23,33920.46
No,No,577.13,43616.10
No,No,91.00,52387.59
No,No,549.40,48424.40
Yes,Yes,1102.43,17391.78
No,Yes,1228.34,18129.69
No,Yes,974.01,20108.10
No,No,263.66,50782.83
No,No,847.07,35581.29
No,No,835.19,39977.13
No,No,757.91,37088.84
No,Yes,1013.67,13821.09
No,Yes,643.58,28765.91
No,Yes,757.27,18876.09
No,No,1248.28,41100.63
No,No,699.29,41475.98
No,No,866.40,18586.73
No,No,697.67,35402.27
No,No,899.10,39630.64
No,No,674.20,46481.95
No,No,902.92,33778.40
No,No,1591.76,46259.66
No,No,484.22,30178.58
No,No,751.69,51327.32
No,No,604.19,38292.77
No,No,640.63,46075.42
No,Yes,782.45,23447.21
No,No,1026.96,40307.01
No,Yes,862.90,16157.87
No,Yes,780.51,14813.34
No,No,878.01,15262.94
No,No,481.86,32928.24
No,Yes,1579.99,13274.73
No,No,1.67,23001.67
No,No,514.85,37656.85
No,No,2087.68,44997.36
No,Yes,973.51,20770.48
No,No,528.87,45235.50
No,No,1131.41,37663.23
No,No,955.34,40368.60
No,No,759.03,45774.38
No,No,1023.85,31493.00
No,No,1096.08,30374.83
No,No,829.33,48734.17
No,No,792.36,39911.43
No,No,882.26,18379.51
No,Yes,733.85,16400.13
No,No,553.52,45385.31
No,Yes,822.96,8918.70
No,No,493.96,34621.76
No,No,88.25,43927.32
No,No,0.00,45077.57
No,No,611.83,21716.53
No,Yes,1096.69,20856.59
No,No,191.61,35119.58
No,No,447.96,54044.82
No,No,1149.69,39974.56
No,Yes,463.30,16416.61
No,No,1347.64,58953.09
No,Yes,0.00,16979.89
No,No,643.01,27735.16
No,Yes,365.22,15375.15
No,No,289.68,45991.04
No,No,578.29,48044.38
No,No,1186.93,51742.58
No,No,426.01,50874.57
No,No,1115.74,48125.65
No,Yes,932.70,18743.31
No,Yes,1048.49,22935.60
No,No,768.37,44405.31
No,No,785.49,50683.15
No,Yes,865.21,22081.58
Yes,No,1801.80,24152.26
No,No,950.34,64396.17
No,No,787.04,46266.94
No,No,982.84,32419.67
No,No,1175.39,35339.56
No,Yes,887.28,13132.90
No,No,801.99,46439.00
No,No,1096.25,42685.11
No,No,628.86,40490.43
No,Yes,567.72,14892.32
No,Yes,843.01,22037.47
No,Yes,1217.31,10520.04
No,No,0.00,10593.92
No,No,1186.78,38581.93
No,No,439.04,40148.11
No,Yes,779.00,10489.57
No,Yes,742.55,24505.02
No,Yes,763.34,15849.86
No,No,408.12,39388.32
No,No,1071.26,36869.05
No,No,1373.58,22182.42
No,No,52.92,30506.36
No,Yes,1140.45,18991.89
No,No,1162.30,47513.12
No,Yes,1528.49,22664.35
No,No,991.96,49910.10
No,No,592.43,32283.26
No,No,848.33,30472.72
No,No,309.52,35293.19
No,Yes,425.84,15324.76
No,Yes,1268.49,19862.04
No,Yes,898.63,15293.87
No,No,274.96,24102.39
No,No,399.44,45360.93
No,Yes,850.39,6389.07
No,No,92.90,43955.88
No,No,854.02,32107.31
No,No,0.00,29721.34
No,No,1094.81,32936.06
No,No,680.16,25391.63
No,No,1231.35,29867.88
No,No,0.00,38228.26
No,No,830.05,51847.12
No,No,1267.00,32752.19
No,No,1623.69,36747.90
No,No,302.72,45260.40
No,No,439.96,28215.48
No,Yes,1016.83,18703.56
No,No,1421.20,47423.79
No,No,479.68,40995.04
No,Yes,925.90,12384.20
No,Yes,1192.70,21597.75
No,No,1649.92,36091.38
No,No,809.00,26379.89
No,No,752.06,49741.43
No,No,727.19,27282.20
No,No,845.61,31633.09
No,No,445.66,46816.11
No,No,1459.04,49753.80
No,Yes,988.64,22085.45
No,No,796.99,25159.55
No,No,903.46,33640.10
No,No,1163.08,45488.75
No,No,1217.21,33865.05
No,Yes,740.23,23469.39
No,No,1259.45,28881.73
No,No,501.39,42856.19
No,No,808.61,48650.43
No,No,413.89,53142.02
No,Yes,666.50,11951.90
No,Yes,412.16,17679.52
No,Yes,372.65,22308.04
No,No,1235.08,48687.56
No,No,853.25,41581.20
No,No,1911.67,52802.09
No,No,357.97,57012.55
No,Yes,698.16,19582.82
No,No,918.46,32468.45
Yes,No,1741.91,35067.43
No,No,577.49,39015.42
No,Yes,1415.68,21856.32
No,Yes,1524.49,15845.87
No,Yes,1171.44,19213.39
No,Yes,396.80,26061.76
No,No,1236.16,19682.71
No,No,1053.41,52921.85
No,No,1207.04,42171.99
No,No,528.96,27065.71
No,No,662.70,48652.17
No,No,517.23,40248.59
No,No,938.85,40914.23
Yes,No,1823.64,44260.16
No,No,638.72,48085.71
No,No,929.02,23889.68
No,Yes,282.25,19809.10
No,Yes,1429.61,14827.89
No,Yes,672.36,24495.04
No,No,752.47,39896.11
No,No,471.35,30337.14
No,No,270.59,44958.63
Yes,No,2075.33,43817.50
No,No,96.80,31371.73
No,Yes,568.29,13286.35
No,Yes,990.88,21164.66
No,No,284.56,45542.17
No,No,983.84,28980.10
No,No,924.44,40987.49
No,No,857.15,31252.65
No,No,195.02,44222.98
No,No,1046.01,45573.38
No,Yes,933.35,15557.63
No,No,0.00,43646.91
No,No,691.89,32512.20
No,Yes,1097.97,16275.68
No,No,0.00,45375.00
No,Yes,402.91,22752.33
No,No,1230.90,44303.20
No,No,959.48,31357.45
No,No,630.23,46713.63
No,Yes,1353.49,16727.66
No,Yes,603.58,15477.35
No,No,830.25,35377.86
No,No,858.18,30892.74
No,No,380.17,37395.72
No,Yes,1005.81,12112.66
No,No,1027.83,33089.47
No,No,456.00,29898.01
No,No,1043.10,30516.26
No,No,586.97,50317.65
No,No,271.94,27790.07
No,No,419.73,37444.54
No,Yes,597.11,12660.81
No,No,342.96,43688.53
No,No,728.28,30028.18
No,Yes,513.84,9879.12
No,No,795.96,22570.48
No,No,1.98,51672.36
No,No,1355.64,36671.66
No,Yes,319.26,24881.39
No,No,1719.17,57866.06
No,Yes,1191.09,20895.41
No,No,984.44,25294.87
No,No,947.80,45284.21
No,No,949.04,47760.40
No,Yes,219.73,18401.98
No,No,1465.74,25521.27
No,Yes,645.34,20122.20
No,Yes,856.56,23199.98
No,Yes,912.83,19467.98
No,Yes,774.35,15147.41
No,Yes,1376.34,17101.43
No,No,699.68,50267.85
No,Yes,903.46,17254.96
No,Yes,1150.55,23705.95
No,No,751.34,42736.43
No,No,556.08,25371.21
No,No,751.39,29875.05
No,No,425.99,39772.75
No,No,297.68,26586.53
No,No,507.25,46106.23
No,No,865.70,33541.05
No,Yes,1265.53,14672.26
No,No,564.41,39643.54
No,No,621.04,50804.68
No,No,1205.59,25920.86
No,No,1943.93,24193.61
No,No,415.29,35790.13
No,Yes,1169.42,19879.25
No,No,685.64,49260.63
No,No,781.92,54925.51
No,No,651.37,44648.70
No,No,490.25,49222.49
No,No,976.29,35909.44
No,No,1476.84,41154.88
No,No,752.95,62329.12
No,No,511.61,29914.18
No,Yes,1384.37,21059.60
No,Yes,1031.67,22440.62
No,Yes,1491.51,23636.16
No,No,672.24,46336.06
No,Yes,644.41,23319.65
No,No,539.59,9950.23
No,Yes,0.00,17648.36
No,No,919.81,44316.36
No,No,1249.87,50418.04
No,No,539.81,35924.61
No,No,1162.11,49255.14
No,No,944.45,47463.33
No,No,0.00,29675.04
No,Yes,1440.53,20882.02
No,Yes,1558.47,17470.48
No,No,854.14,52239.80
No,No,468.55,53273.92
No,No,902.50,56947.86
No,No,897.29,66547.92
No,Yes,422.19,14366.57
No,No,194.58,44543.78
No,Yes,487.51,17713.59
No,No,1558.86,42112.31
No,No,630.03,43547.54
No,No,1056.65,30711.86
No,No,1712.47,40395.35
No,No,25.60,35464.25
No,No,1384.85,40131.49
No,No,961.37,42619.08
No,No,229.21,68145.13
No,No,778.79,53219.53
No,No,653.44,41440.93
Yes,No,961.49,27717.61
No,No,1084.46,33080.97
No,Yes,869.67,20285.25
No,No,818.33,27390.84
No,No,416.86,39672.52
No,No,250.84,58139.02
No,No,0.00,48411.08
No,Yes,481.59,19623.46
No,Yes,1506.91,23375.65
No,No,1100.01,34358.07
No,No,220.67,64467.73
No,Yes,789.28,20370.17
No,No,41.36,47351.83
No,No,382.96,43645.95
No,No,567.92,28875.52
No,No,244.51,33751.25
No,Yes,815.34,26064.37
No,No,529.07,43914.67
No,No,736.42,48660.15
No,Yes,0.00,17744.93
No,Yes,1260.34,11696.68
No,Yes,708.21,12092.31
No,Yes,100.00,4376.81
No,No,1143.31,48630.03
No,Yes,892.38,17841.52
No,No,1250.05,50883.71
No,No,415.66,43389.66
No,Yes,1058.87,16059.83
No,No,857.70,43162.67
No,No,1429.77,37255.91
No,Yes,322.27,19231.94
No,No,572.19,35926.38
No,No,1438.76,24061.65
No,Yes,1742.89,20344.43
No,No,325.27,39431.54
No,No,1091.42,43091.16
No,No,1252.41,53237.10
No,No,607.43,34541.30
Yes,No,1258.76,26331.37
No,No,1026.70,33915.05
No,Yes,590.57,9143.40
No,Yes,1218.17,18918.38
No,No,260.62,42125.15
No,Yes,1498.07,13274.63
No,No,909.95,53430.90
No,Yes,1167.11,18676.57
No,No,923.69,38403.01
No,Yes,1275.20,15793.91
No,No,709.26,23249.94
No,No,682.99,41679.76
No,No,1355.96,25208.05
No,Yes,1815.89,15490.03
No,No,698.29,43876.16
No,No,189.13,28827.21
No,No,1418.70,35619.97
No,No,670.42,53666.19
No,No,206.02,38550.38
No,No,1616.96,47504.66
No,No,995.53,24126.61
No,No,591.04,30834.71
No,No,1294.90,52338.22
No,Yes,1259.37,22361.05
No,Yes,1313.35,17437.62
No,No,0.00,24461.85
No,Yes,769.48,27515.57
No,Yes,571.58,15325.08
No,No,756.09,49163.22
No,No,183.43,39020.23
No,No,1054.81,52290.34
No,No,1386.21,44536.49
No,No,596.19,45929.45
No,Yes,1029.92,16691.80
No,No,417.54,31730.87
No,No,1218.42,40449.31
No,No,210.78,46326.76
Yes,No,1178.16,44437.20
No,No,997.63,30670.95
No,No,637.90,48425.72
No,No,0.00,54245.12
No,No,350.05,48411.99
No,No,1517.92,49400.17
No,No,190.64,31463.42
No,No,971.58,41278.42
No,Yes,925.39,16427.57
No,No,1637.84,34107.08
No,No,224.59,27246.05
No,No,255.12,55980.07
No,No,1201.02,41585.83
No,No,1075.57,51370.21
No,No,438.42,29899.82
No,Yes,1246.44,15756.72
No,Yes,1655.11,17269.80
No,No,1063.82,38457.25
No,No,1626.56,43592.84
No,No,409.40,48746.43
No,No,1018.67,38421.81
No,Yes,1090.89,20421.96
No,No,324.89,36555.40
No,Yes,1085.15,20054.90
No,Yes,869.77,18724.40
No,Yes,608.84,24523.85
No,Yes,1042.97,9595.59
No,Yes,1276.67,19073.11
No,No,928.09,55894.66
No,No,1592.76,35084.09
No,No,0.00,39653.92
No,No,341.00,48058.38
No,No,81.53,40847.81
Yes,Yes,2145.61,23516.19
No,No,654.42,47244.70
No,Yes,1155.78,15146.90
No,No,1745.31,49090.13
No,No,534.78,46138.43
No,No,584.84,39553.17
No,No,1365.56,38511.32
No,Yes,946.37,12532.66
No,No,263.19,34112.47
No,Yes,1090.93,18935.82
No,No,835.19,44678.83
No,No,1265.54,35133.22
No,No,357.51,66404.68
No,Yes,564.01,16502.34
No,No,817.93,59431.84
No,No,1366.28,41192.46
No,No,836.34,34559.16
No,No,0.00,27367.78
No,Yes,780.23,25228.71
No,No,995.88,52860.58
No,No,0.00,22827.18
No,No,554.34,31028.92
No,No,1204.58,39583.12
No,No,1053.38,39612.67
No,No,821.50,39318.49
No,Yes,470.91,24074.36
No,Yes,1534.85,21678.35
No,No,1177.98,50811.76
No,Yes,1151.90,15097.51
No,Yes,906.44,24662.29
No,Yes,1513.54,13246.38
No,No,740.89,34196.07
No,No,1176.41,57318.70
No,No,208.30,37295.80
No,Yes,375.31,19342.16
No,Yes,953.13,18057.79
No,No,280.96,37690.03
No,No,399.13,38004.10
No,No,1229.86,58399.50
No,No,1740.86,46458.61
No,Yes,795.14,24606.15
No,No,584.82,47449.62
No,No,1140.75,39017.08
No,No,1202.32,49914.52
No,Yes,476.72,10516.87
No,No,1059.87,38698.67
No,No,1367.11,36427.43
No,Yes,1604.78,23999.76
No,Yes,1055.68,25109.51
No,No,367.61,44046.02
No,Yes,0.00,18032.07
No,No,543.81,31512.61
No,No,192.63,38042.02
No,No,1184.84,34527.69
No,Yes,1510.78,19491.69
No,No,801.64,37441.79
No,No,631.03,44525.89
No,No,279.12,30144.43
No,No,674.03,54832.67
No,Yes,957.63,15018.91
No,No,274.42,31292.63
No,No,1044.45,43374.00
No,No,319.81,45202.64
No,Yes,429.22,19442.03
No,No,835.59,41032.37
No,No,2.79,54838.81
No,Yes,867.44,16396.68
No,Yes,271.73,14215.09
No,No,404.19,41668.42
No,No,1572.81,18218.47
No,No,730.63,42300.15
No,No,0.00,56610.24
No,No,1046.17,46078.98
No,No,514.87,50339.19
No,Yes,1181.59,22142.05
No,No,0.00,45235.29
No,No,272.22,47757.82
No,No,1175.13,33284.21
No,No,812.89,48563.80
No,No,571.04,40389.45
No,Yes,1041.15,12488.73
No,No,334.02,40916.03
No,No,1402.60,37273.59
No,No,1569.87,55938.77
No,Yes,1035.97,30531.61
No,No,1376.11,63073.45
No,Yes,668.64,20240.95
No,No,0.00,36249.17
No,No,1112.66,35159.22
No,No,718.58,12571.69
No,No,641.55,45574.50
Yes,Yes,2125.79,19539.15
No,Yes,814.35,17973.51
No,No,904.03,18898.31
No,No,795.50,25336.33
No,Yes,1753.60,21130.92
No,No,284.40,60840.81
No,Yes,1300.89,14156.65
No,No,1237.84,31880.18
No,No,563.47,31151.19
No,Yes,6.73,21695.70
No,No,661.53,58519.86
No,No,630.71,53546.57
No,No,721.14,40458.95
No,Yes,360.01,18487.43
No,No,751.03,45581.72
No,No,572.47,52797.43
No,Yes,242.46,23413.36
No,No,199.45,57455.21
No,No,477.57,16978.27
No,Yes,1184.73,19797.77
No,Yes,604.76,19369.35
No,No,384.33,34232.07
No,No,1399.57,23577.76
No,No,328.78,48626.36
No,No,271.06,30465.31
No,Yes,145.00,19927.09
No,Yes,344.15,20439.69
No,No,985.75,22829.59
No,Yes,1002.42,17797.34
No,Yes,1004.84,20249.21
No,No,483.42,53873.51
No,No,1034.60,41252.73
No,Yes,854.63,16322.72
No,No,796.84,29397.88
No,No,535.70,55828.08
No,Yes,1070.64,14833.03
No,No,0.00,30524.76
No,No,1333.90,23261.85
Yes,No,1114.83,39777.00
No,Yes,793.25,24314.68
No,No,433.94,26888.09
No,Yes,1004.27,17069.52
No,Yes,1112.70,20901.21
No,No,298.78,33255.84
No,No,796.85,20078.79
No,Yes,969.40,17686.56
No,No,1075.12,47566.78
No,Yes,0.00,16451.94
No,Yes,44.66,26346.81
No,Yes,1000.74,14689.49
No,No,1312.00,26377.97
Yes,Yes,2086.54,17893.72
No,No,697.05,38743.09
No,No,1240.66,30938.54
No,Yes,726.76,16079.64
No,No,633.50,40571.77
No,Yes,386.16,22527.65
No,No,0.00,34701.20
No,No,808.59,41222.35
No,No,1384.39,35499.53
No,No,713.07,44413.75
No,No,590.68,26673.85
No,No,294.84,41591.78
No,No,208.01,42399.53
No,No,220.45,33213.32
No,No,773.17,49308.16
No,No,1248.48,37204.07
No,No,634.19,32255.99
No,No,678.19,55542.97
No,No,1252.62,27295.52
No,Yes,1297.27,16864.43
No,No,0.00,38870.50
No,No,1190.76,27257.12
No,No,196.52,44226.63
No,No,619.56,33476.67
No,No,438.63,41454.72
No,No,676.10,38571.41
No,No,589.91,49945.39
No,No,1068.15,27859.86
No,No,1210.42,45113.16
No,Yes,390.36,9114.28
No,No,1505.71,35786.33
No,No,490.06,35895.35
No,No,123.29,47467.96
No,No,563.29,51720.91
No,No,409.16,45055.90
